SPDES_Permit,Zip_Code,Facility_name,plant_type,Ground_Surface,Avg_DH_Flow
NY0022551,14489,LYONS - T STP,Municipal,Surface,0.75
NY0022586,10928,HIGHLAND FALLS WWTP,Municipal,Surface,1.35
NY0022713,14564,VICTOR - V STP,Municipal,Surface,0.5
NY0022721,10516,COLD SPRING WWTP,Municipal,Surface,0.5
NY0022730,13827,OWEGO - T SD 1,Municipal,Surface,0.85
NY0022748,10901,SUFFERN - V STP,Municipal,Surface,1.8
NY0022756,13118,MORAVIA - V STP,Municipal,Surface,0.6
NY0022772,12045,COEYMANS-RAVENA WATER POLLUTION CONTROL FACILITY,Municipal,Surface,0.82
NY0022969,12974,T MORIAH WWTF,Municipal,Surface,0.85
NY0022985,14530,VILLAGE OF PERRY WWTP,Municipal,Surface,0.97
NY0023019,14059,ELMA SD #1 JERGE SUBDIVISION,Municipal,Surface,0.01
NY0023132,12852,WINEBROOK HILLS SD WWTP,Municipal,Surface,0.04
NY0023248,14823,V - CANISTEO WWTP,Municipal,Surface,0.7
NY0023256,14470,HOLLEY - V STP,Municipal,Surface,0.45
NY0023272,12543,MAYBROOK WWTP,Municipal,Surface,0.4
NY0023311,11754,SCSD #6 - KINGS PARK STP,Municipal,Surface,0.6
NY0023329,12842,INDIAN LAKE SD,Municipal,Surface,0.14
NY0023337,13676,POTSDAM SEWER DISTRICT NO 1 STP,Municipal,Surface,0.04
NY0023361,12189,U S ARMY WATERVLIET ARSENAL,Industrial,Surface,0.45
NY0023442,12302,109TH AIRLIFT WING-STRATTON AIR NATIONAL GUARD BASE,Industrial,Surface,0.03
NY0023485,13317,CANAJOHARIE - V STP,Municipal,Surface,2.8
NY0023493,12789,AVON WWTP,Municipal,Surface,0.79
NY0023507,14716,BROCTON SEWAGE TREATMENT PLANT,Municipal,Surface,0.66
NY0023515,14727,CUBA STP,Municipal,Surface,0.97
NY0023523,11509,GREATER ATLANTIC BEACH WASTEWATER TREATMENT PLANT,Municipal,Surface,1.5
NY0023531,14425,FARMINGTON  T STP,Municipal,Surface,4
NY0023558,13026,AURORA - V STP,Municipal,Surface,0.3
NY0023566,,TOWN OF SENECA FALLS WATER WITHDRAWAL SYSTEM,Industrial,Surface,0.03
NY0023574,14731,ELLICOTTVILLE WWTP,Municipal,Surface,1.4
NY0023582,12037,CHATHAM - V STP,Municipal,Surface,0.36
NY0023591,13326,COOPERSTOWN WWTP,Municipal,Surface,0.75
NY0023604,13667,NORFOLK SD 1,Municipal,,
NY0023612,14502,MACEDON - V STP,Municipal,Surface,0.75
NY0023621,14150,SUNOCO TONAWANDA TERMINAL,Industrial,Surface,0.01
NY0023639,14125,OAKFIELD - V STP,Municipal,Surface,0.5
NY0023647,14843,HORNELL - C WATER POLLUTION CONTROL PLANT,Municipal,Surface,4
NY0023655,12157,SCHOHARIE - V STP,Municipal,Surface,0.32
NY0023671,10992,WASHINGTONVILLE - V WWTF,Municipal,Surface,0.7
NY0023680,10990,WARWICK STP,Municipal,Surface,1
NY0023809,13635,EDWARDS STP,Municipal,Surface,0.08
NY0023906,14870,ERWIN - T WWTP,Municipal,Surface,1.75
NY0023922,11772,PATCHOGUE STP,Municipal,Surface,0.5
NY0023949,12972,PERU STP,Municipal,Both,0.5
NY0023965,14433,CLYDE - V STP,Municipal,Surface,0.4
NY0023973,12309,NISKAYUNA - T SD 6 WWTP,Municipal,Surface,3
NY0023981,13790,JOHNSON CITY - V OVERFLOWS,Municipal,Surface,4
NY0023990,14592,TOWN OF YORK WWTF,Municipal,Surface,0.3
NY0024007,14469,BLOOMFIELD - V STP,Municipal,Surface,0.32
NY0024201,12043,COBLESKILL-V-WATER POLL CONTROL PLANT,Municipal,Surface,1.8
NY0024228,13160,UNION SPRINGS - V STP,Municipal,Surface,0.33
NY0024261,12553,"CYCLE CHEM, INC. dba ACV ENVIRO",Industrial,Surface,
NY0024295,12528,LLOYD HIGHLAND SEWER DIST STP,Municipal,Surface,1.25
NY0024333,13452,ST JOHNSVILLE - V STP,Municipal,Surface,2
NY0024384,14437,DANSVILLE - V WWTP,Municipal,Surface,1.5
NY0024406,13902,BINGHAMTON SEWER SYSTEM OVERFLOWS,Municipal,Surface,0.15
NY0024414,13901,BINGHAMTON JOHNSON CITY STP,Municipal,Surface,35
NY0024422,10940,WALLKILL STP,Municipal,Surface,4
NY0024431,14744,HOUGHTON SD WWTF,Municipal,Surface,0.28
NY0024449,14414,AVON - V  WWTP,Municipal,Surface,2.75
NY0024481,14092,LEWISTON STP,Municipal,Surface,0.45
NY0024520,12779,SOUTH FALLSBURG WWTP,Municipal,Surface,3.26
NY0024538,12759,LOCH SHELDRAKE WWTP,Municipal,Surface,0.7
NY0024554,13329,DOLGEVILLE WWTP,Municipal,Surface,2
NY0024635,13660,MADRID WATER POLL CNTRL PLANT,Municipal,Surface,0.12
NY0024651,14532,PHELPS - V STP,Municipal,Surface,0.3
NY0024660,13637,EVANS MILLS WASTEWATER TREATMENT FAC,Municipal,Surface,0.1
NY0024678,14098,VILLAGE OF LYNDONVILLE WWTP,Municipal,Surface,0.15
NY0024821,12090,HOOSICK FALLS - V STP,Municipal,Surface,1.5
NY0024830,12920,V - CHATEAUGAY Wastewater Treatment Plant,Municipal,Surface,0.85
NY0024881,11768,NORTHPORT STP,Municipal,Surface,0.45
NY0024902,14886,TRUMANSBURG - V STP,Municipal,Surface,0.25
NY0024929,12887,WHITEHALL STP,Municipal,Surface,1.7
NY0025097,12944,KEESEVILLE WASTEWATER TREATMENT PLANT,Municipal,Surface,0.4
NY0025101,14522,PALMYRA - V STP,Municipal,Surface,0.6
NY0025151,13619,WEST CARTHAGE WATER POL CTRL FAC,Municipal,Surface,4
NY0025241,13034,CAYUGA - V STP,Municipal,Surface,0.1
NY0025259,14472,HONEOYE FALLS - V STP,Municipal,Surface,0.6
NY0025267,14304,REDLAND QUARRIES NY INC - NIAGARA FALLS QUARRY,Industrial,Surface,0.43
NY0025381,14775,RIPLEY WATER POLLUTION CONTROL FACILITY,Municipal,Surface,0.4
NY0025429,12545,MILLBROOK SEWAGE TREATMENT PLANT,Municipal,Surface,0.25
NY0025437,12758,LIVINGSTON MANOR STP,Municipal,Surface,0.8
NY0025445,14837,DUNDEE WASTEWATER TREATMENT PLANT,Municipal,Surface,0.3
NY0025453,11933,CALVERTON SEWER DISTRICT & WWTF,Municipal,Surface,0.01
NY0025461,13116,VILLAGE OF MINOA STP,Municipal,Surface,0.99
NY0025569,10566,MEENAN OIL CO,Industrial,Surface,
NY0025585,13073,GROTON - V STP,Municipal,Surface,0.5
NY0025607,14569,WARSAW WATER TRT PLANT,Industrial,Surface,0.17
NY0025623,13021,OWASCO - T WTR DIST,Industrial,Surface,0
NY0025631,14464,BROCKPORT WATER TREATMENT PLANT,Industrial,Surface,0.13
NY0025704,14568,TOWN OF WALWORTH SEWER DISTRICT #1 WWTP,Municipal,Surface,1.25
NY0025712,14870,VILLAGE OF PAINTED POST SEWAGE TREATMENT,Municipal,Surface,0.5
NY0025721,14830,CORNING - C WWTP,Municipal,Surface,3.08
NY0025739,12158,TOWN OF BETHLEHEM - CEDAR HILL WPCP,Municipal,Surface,6
NY0025747,12207,ALBANY - C COMBINED SEWER OVERFLOWS,Municipal,Surface,2.1
NY0025780,13502,ONEIDA CO WATER POLLUTION CONTROL PLANT,Municipal,Surface,48
NY0025798,13732,OWEGO - T STP 2,Municipal,Surface,2
NY0025828,11733,SETAUKET TERMINAL - NORTHVILLE IND CORP,Industrial,Ground,0.01
NY0025861,14719,CATTARAUGUS STP,Municipal,Surface,0.06
NY0025925,12589,WATCHTOWER BIBLE & TRACT SOCIETY,Industrial,Surface,0.08
NY0025950,14228,AMHERST WASTEWATER TREATMENT FACILITY #16,Municipal,Surface,36
NY0025968,14424,CANANDAIGUA - C STP,Municipal,Surface,6.5
NY0025976,12508,BEACON WATER POLLUTION CONTROL PLAN,Municipal,Surface,6
NY0025984,13601,WATERTOWN WATER POL CONTL FAC,Municipal,Surface,15.9
NY0026018,12901,PLATTSBURGH WATER POLLUTION CONTROL PLANT,Municipal,Surface,16
NY0026026,12144,RENSSELAER -C COMBINED SEWER OVERFLOWS,Municipal,Surface,0.06
NY0026034,12144,EAST GREENBUSH WWTP,Municipal,Surface,2.5
NY0026042,12095,GLOVERSVILLE-JOHNSTOWN JOINT WWTP,Municipal,Surface,10.2
NY0026051,10962,ORANGETOWN SD #2 STP,Municipal,Surface,12.75
NY0026085,12603,LAGRANGE NOXON KNOLLS SD STP,Municipal,Surface,0.03
NY0026107,10310,PORT RICHMOND WASTEWATER TREATMENT PLANT,Municipal,Surface,60
NY0026115,11430,JAMAICA WASTEWATER TREATMENT PLANT,Municipal,Surface,100
NY0026131,10035,WARDS ISLAND WASTEWATER TREATMENT PLANT,Municipal,Surface,275
NY0026158,11105,BOWERY BAY WASTWATER TREATMENT PLANT,Industrial,Surface,150
NY0026166,11220,OWLS HEAD WASTEWATER TREATMENT PLANT,Municipal,Surface,120
NY0026174,10306,OAKWOOD BEACH WASTEWATER TREATMENT PLANT,Municipal,Surface,39.9
NY0026182,11235,CONEY ISLAND WASTEWATER TREATMENT PLANT,Municipal,Surface,110
NY0026191,10474,HUNTS POINT WWTP,Municipal,Surface,200
NY0026204,11222,NEWTOWN CREEK WASTEWATER TREATMENT PLANT,Industrial,Surface,310
NY0026212,12207,26TH WARD WASTEWATER TREATMENT PLANT,Municipal,Surface,85
NY0026221,11694,ROCKAWAY WASTEWATER TREATMENT PLANT,Municipal,Surface,45
NY0026239,11356,TALLMAN ISLAND WASTEWATER TREATMENT PLANT,Municipal,Surface,80
NY0026247,10031,NORTH RIVER WASTEWATER TREATMENT PLANT,Municipal,Surface,170
NY0026255,12601,POUGHKEEPSIE STP,Municipal,Surface,10
NY0026271,12603,POUGHKEEPSIE (T) ARLINGTON WWTP,Municipal,Surface,4
NY0026280,14120,NORTH TONAWANDA STP,Municipal,Surface,13
NY0026301,13069,FULTON - C STP,Municipal,Surface,3.4
NY0026310,12550,NEWBURGH WWTP,Municipal,Surface,9
NY0026328,10940,MIDDLETOWN STP,Municipal,Surface,8.5
NY0026336,14304,NIAGARA FALLS STP,Municipal,Surface,48
NY0026344,11786,WADING RIVER GT FACILITY,Industrial,Ground,0
NY0026395,14150,TONAWANDA WASTEWATER TREATMENT FACILITY,Municipal,Surface,30
NY0026409,14048,FREDONIA WASTEWATER TREATMENT PLANT,Municipal,Surface,3.3
NY0026433,12549,VILLAGE OF MONTGOMERY STP,Municipal,Surface,0.5
NY0026450,11518,BAY PARK SEWAGE TREATMENT PLANT,Municipal,Surface,70
NY0026484,12164,SPECULATOR - V  STP,Municipal,Surface,0.3
NY0026514,14020,BATAVIA - C STP,Municipal,Surface,5.5
NY0026522,12771,PORT JERVIS STP,Municipal,Surface,2.5
NY0026531,12455,MARGARETVILLE - V STP,Municipal,Surface,0.4
NY0026549,12740,NYCDEP - GRAHAMSVILLE WASTEWATER TREATMENT PLANT,Municipal,Surface,0.18
NY0026557,12405,PINE HILL WWTP,Municipal,Surface,0.5
NY0026565,12434,NYC DEP-GRAND GORGE STP,Municipal,Surface,0.5
NY0026573,12485,TANNERSVILLE - V STP,Municipal,Surface,0.8
NY0026581,10509,BREWSTER - V STP,Municipal,Surface,0.24
NY0026590,10541,MAHOPAC WWTP,Municipal,Surface,0.3
NY0026620,11542,GLEN COVE WASTEWATER TREATMENT FACILITY,Municipal,Surface,5.5
NY0026638,14850,ITHACA AREA WASTEWATER TREATMENT FAC,Municipal,Surface,13.1
NY0026689,10705,YONKERS JOINT WWTP,Municipal,Surface,120
NY0026697,10601,NEW ROCHELLE STP,Municipal,Surface,13.6
NY0026701,10601,MAMARONECK WWTP,Industrial,Surface,20.6
NY0026719,10580,BLIND BROOK WWTP,Municipal,Surface,5
NY0026743,10598,YORKTOWN HEIGHTS STP,Municipal,Surface,1.5
NY0026751,13041,BALDWINSVILLE WASTEWATER TREATMENT PLANT,Industrial,Surface,0.01
NY0026778,11050,PORT WASHINGTON WATER POLLUTION CONTROL PLANT,Municipal,Surface,4
NY0026786,10573,PORT CHESTER WASTE WATER TREATMENT FACILITY,Municipal,Surface,6
NY0026824,13159,TULLY - V STP,Municipal,Surface,0.23
NY0026841,11022,BELGRAVE WPCD,Municipal,Surface,2
NY0026859,11793,CEDAR CREEK WPCP,Municipal,Surface,72
NY0026867,12204,Albany County Water Purification District - SOUTH PLANT,Municipal,Surface,29
NY0026875,12204,Albany County Water Purification District - NORTH PLANT,Municipal,Surface,35
NY0026948,14009,ARCADE STP,Municipal,Surface,0.5
NY0026956,13421,ONEIDA - C STP,Municipal,Surface,3.75
NY0026999,11023,GREAT NECK WATER POLLUTION CONTROL DISTRICT STP,Municipal,Surface,5.3
NY0027014,13685,SACKETS HARBOR STP,Municipal,Surface,0.6
NY0027049,14456,GENEVA-C MARSH CREEK STP,Municipal,Surface,6
NY0027057,14094,LOCKPORT WASTEWATER TREATMENT PLANT,Municipal,Surface,22
NY0027073,11205,RED HOOK WASTEWATER TREATMENT PLANT,Municipal,Surface,60
NY0027081,13204,METROPOLITAN SYRACUSE WWTP,Municipal,Surface,84.2
NY0027120,14047,ERIE CO STURGEON POINT WATER TRTMNT PLT,Industrial,Surface,0.92
NY0027146,13654,HEUVELTON WATER POLL CTRL PLANT,Municipal,Surface,0.45
NY0027154,13856,WALTON - V WWTP,Municipal,Surface,1.55
NY0027162,14760,OLEAN STP,Municipal,Surface,7
NY0027171,14519,TOWN OF ONTARIO WASTEWATER TREATMENT FACILITY,Municipal,Surface,1
NY0027197,13045,TOWN OF VIRGIL SEWER DISTRICT #1 WWTP,Municipal,Surface,0.08
NY0027545,13624,CLAYTON STP,Municipal,Surface,1.1
NY0027561,13045,LEROY R SUMMERSON WWTF,Municipal,Surface,9
NY0027570,14702,JAMESTOWN STP,Municipal,Surface,12
NY0027596,13029,BREWERTON WATER POLLUTION CONTROL PLANT,Municipal,Surface,3
NY0027618,13090,WETZEL RD WASTEWATER TREATMENT PLANT,Municipal,Surface,7
NY0027669,13760,ENDICOTT (V) WATER POLLUTION CONTROL PLANT,Municipal,Surface,10
NY0027693,14072,GRAND ISLAND SD 2,Municipal,Surface,3.5
NY0027723,13082,MEADOWBROOK LIMESTONE WWTP,Municipal,Surface,6.5
NY0027758,12110,MOHAWK VIEW WATER POLLUTION CONTROL PLANT,Municipal,Surface,6
NY0027766,14092,LEWISTON MASTER SD,Municipal,Surface,2.75
NY0027774,14126,NEWFANE -T- WASTEWATER TREATMENT PLANT,Municipal,Surface,1.6
NY0027863,12937,HIGH STREET FT COVINGTON STP,Municipal,Surface,0.09
NY0027901,10926,OCSD#1 HARRIMAN SEWAGE TREATMENT PLANT,Municipal,Surface,6
NY0027961,14048,CITY OF DUNKIRK WWTP,Municipal,Surface,6
NY0027979,14304,NIAGARA COUNTY SEWER DISTRICT #1 WWTP,Municipal,Surface,14.08
NY0028088,14555,SODUS POINT - V STP,Municipal,Surface,0.57
NY0028231,14468,NW QUADRANT PURE WATERS DIST WWTP,Municipal,Surface,22
NY0028240,12118,SARATOGA CO SEWER DIST #1,Municipal,Surface,43.4
NY0028274,13126,OSWEGO TERMINAL,Industrial,Surface,0
NY0028339,14617,FRANK E VAN LARE WASTEWATER TREATMENT,Municipal,Surface,135
NY0028363,13803,MARATHON - V STP,Municipal,Surface,0.2
NY0028401,,ALBION JOINT MUNICIPAL INDUSTRIAL STP,Municipal,Surface,2.3
NY0028410,14213,BIRD ISLAND STP,Municipal,Surface,180
NY0028436,14052,EAST AURORA WATER RESOURCE RECOVERY FACILITY,Municipal,Surface,3.14
NY0028461,13480,WATERVILLE STP,Municipal,Surface,0.3
NY0028495,11559,SPRAGUE OPERATING RESOURCES LLC,Industrial,Surface,0
NY0028509,13027,ANHEUSER BUSCH BALDWINSVILLE BREWERY,Industrial,Surface,2.76
NY0028525,,TOWN CAZENOVIA CONSOLIDATED SEWER DISTRICTS WPCF,Municipal,Surface,0.95
NY0028533,10993,HAVERSTRAW JOINT REGIONAL STP,Municipal,Surface,8
NY0028550,14606,ROCHESTER TERMINAL -  NORTH ALBANY TERMINAL CO LLC,Industrial,Surface,
NY0028592,12202,BUCKEYE ALBANY TERMINAL LLC,Industrial,Surface,0.03
NY0028606,11231,BAYSIDE FUEL OIL DEPOT - SMITH,Industrial,Surface,0.01
NY0028771,,BLUE LAKE WTP,Industrial,Surface,0
NY0028789,10987,INDIAN KILL WTP,Industrial,Surface,0.01
NY0028843,12144,SPRAGUE OPERATING RESOURCES LLC,Industrial,Surface,0.03
NY0028851,10980,STONY POINT STP,Municipal,Surface,1
NY0028908,11963,SAG HARBOR STP,Municipal,Surface,0.25
NY0028991,14737,FRANKLINVILLE WASTEWATER TREATMENT PLANT,Municipal,Surface,0.75
NY0029017,10541,COUNTRY MANOR STP,Municipal,Surface,0.05
NY0029050,12801,GLENS FALLS STP,Municipal,Surface,9.5
NY0029068,14753,LIMESTONE WWTP,Municipal,Surface,0.25
NY0029076,13321,CLARK MILLS SEWAGE TREATMENT PLANT,Municipal,Surface,0.5
NY0029106,13126,WEST SIDE WASTEWATER TREATMENT FACILITY,Municipal,Surface,4
NY0029114,13126,OSWEGO - C EAST SIDE STP,Municipal,Surface,5.35
NY0029149,10973,WAWAYANDA ROBINN MEADOWS SEWER DIS,Municipal,Surface,0.08
NY0029173,12188,WATERFORD WASTEWATER TREATMENT PLANT,Municipal,Surface,1.5
NY0029190,13053,DRYDEN - V STP,Municipal,Surface,0.6
NY0029211,13754,VILLAGE OF DEPOSIT WPCP,Municipal,Surface,0.7
NY0029238,13126,OSWEGO - T SLEEPY HOLLOW STP,Municipal,Surface,0.01
NY0029254,13788,HOBART - V WWTP,Municipal,Surface,0.18
NY0029262,13827,OWEGO - V STP,Municipal,Surface,1
NY0029271,13838,SIDNEY - V STP,Municipal,Surface,1.7
NY0029289,14847,INTERLAKEN - V STP,Municipal,Surface,0.1
NY0029301,14739,FRIENDSHIP STP,Municipal,Surface,0.29
NY0029351,12401,KINGSTON WWTF,Municipal,Surface,6.8
NY0029475,14513,NEWARK WASTEWATER TREATMENT FACILITY,Municipal,Surface,3
NY0029718,12458,WAWARSING NAPANOCH SIMPRO AREA STP,Municipal,Surface,0.52
NY0029726,14527,PENN YAN STP,Municipal,Surface,1.8
NY0029769,14722,CHAUTAUQUA UTILITY DIST STP,Municipal,Surface,0.84
NY0029807,13032,CANASTOTA - V WPCP,Municipal,Surface,1.73
NY0029831,13669,OGDENSBURG -C WWT PLANT,Municipal,Surface,6.5
NY0029939,12986,TUPPER LAKE WWTF,Municipal,Surface,4.5
NY0029963,14067,GASPORT SD 1 STP,Municipal,Surface,0.48
NY0029971,10511,BUCHANAN - V STP,Municipal,Surface,0.5
NY0030066,12134,NORTHAMPTON SACANDAGA PARK SEWER DIST,Municipal,Surface,0.08
NY0030074,12754,LIBERTY WWTF,Municipal,Surface,2
NY0030082,12561,NEW PALTZ (V) WWT FACILITY,Municipal,Surface,1.5
NY0030139,12186,VOORHEESVILLE - V SD 1 STP,Municipal,Surface,0.11
NY0030180,13694,WADDINGTON WWTF,Municipal,Surface,0.26
NY0030210,14733,DOWCRAFT CORP,Industrial,Surface,
NY0030252,12754,SWAN LAKE SD STP,Municipal,Surface,0.42
NY0030261,12754,LIBERTY LOOMIS SEWER DIST STP,Municipal,Surface,0.08
NY0030317,13041,ONONDAGA CO OAK ORCHARD STP,Municipal,Surface,10
NY0030341,13433,PORT LEYDEN STP,Municipal,Surface,0.06
NY0030376,12953,VILLAGE OF MALONE WASTE WATER TREATMENT PLANT,Municipal,Surface,3.3
NY0030490,12586,VILLAGE OF WALDEN STP,Municipal,Surface,1.2
NY0030503,10567,CAMP SMITH TRAINING SITE,Municipal,Surface,0.24
NY0030546,14482,LEROY - V WWTP,Municipal,Surface,1
NY0030571,13027,BALDWINSVILLE SENECA KNOLLS STP,Municipal,Surface,9
NY0030597,13733,BAINBRIDGE - V STP,Municipal,Surface,0.32
NY0030627,12827,FORT ANN STP,Municipal,Surface,0.11
NY0030635,14454,GENESEO - V WWTP,Municipal,Surface,1.5
NY0030651,14012,SOMERSET-BARKER SD STP,Municipal,Surface,0.28
NY0030678,10541,CARMEL HILLSDALE ESTATES STP,Municipal,Surface,0.03
NY0030686,13692,ORLEANS THOUSAND ISLAND PARK STP,Municipal,Surface,0.19
NY0030694,12752,LAKE HUNTINGTON SEWER DIST,Municipal,Surface,0.21
NY0030708,12701,THOMPSON MELODY LAKE SEWER DISTRICT STP,Municipal,Surface,0.04
NY0030716,12701,THOMPSON SACKETT LAKE SEWER DIS STP,Municipal,Surface,0.5
NY0030724,12701,KIAMESHA LAKE SD STP,Municipal,Surface,2
NY0030732,13613,BRASHER FALLS SEWER DIST STP,Municipal,Surface,0.2
NY0030741,14510,MT MORRIS-V STP,Municipal,Surface,0.86
NY0030767,10590,OAKRIDGE TREATMENT PLANT,Municipal,Surface,0.08
NY0030813,14548,MANCHESTER SHORTSVILLE STP,Municipal,Surface,0.88
NY0030864,13440,ROME MUNICIPAL SEWAGE TREATMENT PLANT,Municipal,Surface,12
NY0030872,11696,SPRAGUE RESOURCES INWOOD FACILITY,Industrial,Surface,0
NY0030881,14218,VESUVIUS USA CORPORATION BUFFALO PLANT,Industrial,Surface,0.05
NY0030899,12189,WATERVLIET - V COMBINED SEWER OVERFLOWS,Municipal,Surface,0.01
NY0030970,12033,CASTLETON ON HUDSON - V STP,Municipal,Surface,0.24
NY0030988,12534,GREENPORT - T SD 1 STP,Municipal,Surface,1.35
NY0030996,12565,VILLAGE OF PHILMONT WWTP,Municipal,Surface,0.25
NY0031003,14001,ViILLAGE OF AKRON WASTEWATER TREATMENT PLANT,Municipal,Surface,0.82
NY0031046,12047,COHOES - C COMBINED SEWER OVERFLOWS,Municipal,Surface,0.06
NY0031089,14892,WAVERLY - V STP,Municipal,Surface,1.35
NY0031151,13820,ONEONTA WASTEWATER TREATMENT PLANT,Municipal,Surface,4
NY0031194,13662,MASSENA WASTEWATER TREATMENT PLANT,Municipal,Surface,4.8
NY0031208,12477,SAUGERTIES (V) DOCK STREET STP,Municipal,Surface,1.36
NY0031216,10987,TUXEDO PARK STP,Municipal,Surface,0.4
NY0031224,10987,HAMLET SEWAGE TREATMENT,Municipal,Surface,0.1
NY0031232,13615,BROWNVILLE STP,Municipal,Surface,0.65
NY0031291,12173,STOCKPORT - T KINGS ACRES STP,Municipal,Surface,0.06
NY0031356,10541,CARMEL SD #2 STP,Municipal,Surface,1.1
NY0031411,13439,RICHFIELD SPRINGS WASTEWATER TREATMENT PLANT,Municipal,Surface,0.6
NY0031429,13502,UTICA COMBINED SEWER OVERFLOWS,Municipal,Surface,0
NY0031461,13634,V-DEXTER STP,Municipal,Surface,0.1
NY0031518,10924,GOSHEN (V) WWTF,Municipal,Surface,2
NY0031526,13695,SUNY WANAKENA CAMPUS STP,Industrial,Surface,0.01
NY0031534,12009,ALTAMONT - V STP,Municipal,Surface,0.42
NY0031542,13601,WATERTOWN SAND & GRAVEL,Industrial,Surface,0
NY0031569,14505,MARION - T STP,Municipal,Surface,0.12
NY0031691,12569,HIGHLAND RESIDENTIAL CENTER,Industrial,Surface,0.06
NY0031828,10541,CARMEL SD 6  IVY HILLS STP,Municipal,Surface,0.05
NY0031844,14813,BELMONT STP,Municipal,Surface,0.16
NY0031895,10962,ROCKLAND COUNTY SEWER DISTRICT NO 1,Municipal,Surface,28.9
NY0031941,12871,SCHUYLERVILLE STP,Municipal,Surface,0.26
NY0032051,14059,ELMA SD #4 BRIGGSWOOD,Industrial,Surface,0.02
NY0032093,14070,VILLAGE OF GOWANDA WWTF,Municipal,Surface,2.2
NY0032174,14202,BUFFALO WATER PLT & COL WARD PS,Industrial,Surface,0.09
NY0032204,12919,CHAMPLAIN WWTP,Municipal,Surface,0.65
NY0032328,14480,LAKEVILLE WASTEWATER TREATMENT PLANT,Municipal,Surface,0.98
NY0032433,12068,FONDA-FULTONVILLE JOINT WASTEWATER TREAT PLANT,Municipal,Surface,1.2
NY0032468,13069,RIVERVIEW BUSINESS PARK LLC,Industrial,Surface,5.2
NY0032620,13850,CITGO VESTAL TERMINAL,Industrial,Surface,0
NY0032760,11901,UNITED RIVERHEAD TERMINAL,Industrial,Ground,0.01
NY0032816,11354,LEFFERTS OIL FLUSHING TERMINAL,Industrial,Surface,
NY0032972,12533,CHELSEA COVE WASTE WATER TREATMENT PLANT,Municipal,Surface,0.12
NY0032999,14572,WAYLAND - V STP,Municipal,Surface,0.35
NY0033022,13673,PHILADELPHIA WWTP,Municipal,Surface,0.2
NY0033031,12183,GREEN ISLAND - V CSO,Municipal,Surface,0.01
NY0033057,14420,HOMETOWNE ENERGY CO,Industrial,Surface,0
NY0033065,14086,BARTON ROAD QUARRY,Industrial,Surface,0.01
NY0033090,10310,CADDELL DRY DOCK & REPAIR CO INC,Industrial,Surface,
NY0033308,13148,SENECA FALLS WASTEWATER TREATMENT,Municipal,Surface,3.5
NY0033511,13620,CASTORLAND WASTEWATER TREATMENT FAC,Municipal,Surface,0.04
NY0033545,12051,COXSACKIE - V STP,Municipal,Surface,1.25
NY0033561,13646,HAMMOND -V SEWAGE TREATMENT PLANT,Municipal,Surface,0.04
NY0033588,13459,SHARON SPRINGS STP,Municipal,Surface,0.43
NY0033901,13057,CSX TRANSPORTATION DEWITT YARD,Industrial,Surface,0.05
NY0033987,14203,ERIE CO JEROME D VANDEWATER WTP,Industrial,Surface,0.05
NY0033995,14059,ELMA SD #5 - ELMA MEADOWS SUBDIVISION,Municipal,Surface,0.08
NY0034002,12428,ELLENVILLE STP,Municipal,Surface,0.8
NY0034037,13861,REINHARDT CORP,Industrial,Surface,0
NY0034436,10963,HIDDEN VALLEY ESTATES - SD NO 1 STP,Municipal,Surface,0.06
NY0034533,13639,FINE - T WANAKENA SEWER DISTRICT,Municipal,Surface,0.02
NY0034584,12538,PINEBROOK ESTATES STP,Municipal,Surface,
NY0034657,14850,ITHACA - C WTR FILT PLT,Industrial,Surface,0.02
NY0034762,13630,DEKALB JUNCTION SEWAGE TREATMENT PLT,Municipal,Surface,0.08
NY0034771,13605,VILLAGE OF ADAMS WWTF,Municipal,Surface,0.45
NY0034959,12856,RUBY MOUNTAIN GARNET MINE,Industrial,Surface,
NY0034983,12776,ROSCOE SEWER TREATMENT PLANT,Municipal,Surface,0.2
NY0035131,13036,CENTRAL SQUARE - V STP,Municipal,Surface,0.45
NY0035530,14589,WILLIAMSON - T WATER TREAT PLT,Industrial,Surface,
NY0035637,12590,MIDPOINT PARK SD/ROYAL RIDGE,Municipal,Surface,0.07
NY0035645,12742,EMERALD GREEN-LAKE LOUISE MARIE S&W DIST,Municipal,Surface,0.41
NY0035688,12572,RHINEBECK-V WATER TREATMENT PLANT,Industrial,Surface,0.05
NY0035742,14901,CHEMUNG CO ELMIRA SEWER DISTRICT,Municipal,Surface,12
NY0036315,14781,SHERMAN WASTEWATER TREATMENT PLT,Municipal,Surface,0.14
NY0036528,13407,HERKIMER CO SD WWTF,Municipal,Surface,6.1
NY0036617,13114,MEXICO - V STP,Municipal,Surface,0.3
NY0036706,12883,TICONDEROGA SEWER DIST #5 WPCP,Municipal,Surface,1.7
NY0036714,14141,CRANERIDGE SEWER DIST #1,Municipal,Surface,0.07
NY0036731,12602,POUGHKEEPSIE WATER TREATMENT PLANT,Industrial,,
NY0036749,13115,MINETTO - T WPCP,Municipal,Surface,0.2
NY0036790,13157,EAST ONEIDA LAKE SD WWT FAC,Municipal,Surface,2
NY0036986,14901,CHEMUNG CO SEWER DISTRICT #1 STP,Municipal,Surface,12.2
NY0037117,12590,WILDWOOD SD (L&A),Municipal,Surface,0.1
